,name,salary_from,salary_to,salary_currency,area_name,published_at
1564,Старший сервисный инженер,26000.0,32000.0,RUR,Батайск,2022-12-26T09:22:25+0300
1565,Младший программист 1С,20000.0,40000.0,RUR,Челябинск,2022-12-26T09:40:12+0300
1566,Инженер технической поддержки отдела маркетинга,30000.0,45000.0,RUR,Челябинск,2022-12-26T09:08:03+0300
1567,Пресейл по услугам фиксированной связи,69000.0,,RUR,Калуга,2022-12-26T09:15:16+0300
1568,Администратор IT проекта,,,,Москва,2022-12-26T09:17:08+0300
1569,ИТ-специалист,,,,Москва,2022-12-26T09:17:47+0300
1570,Инженер-программист С++,100000.0,,RUR,Москва,2022-12-26T09:43:54+0300
1571,Системный аналитик,,,,Екатеринбург,2022-12-26T09:53:09+0300
1572,Программист,40000.0,,RUR,Нижний Новгород,2022-12-26T09:22:59+0300
1573,Архитектор 1С,,,,Москва,2022-12-26T09:16:11+0300
1574,Пресейл менеджер по услугам фиксированной связи,50000.0,,RUR,Нижний Новгород,2022-12-26T09:15:17+0300
1575,Дежурный инженер,,,,Астана,2022-12-26T09:03:16+0300
1576,Оператор станков с ЧПУ (Фрезеровщик),70000.0,100000.0,RUR,Тюмень,2022-12-26T09:15:00+0300
1577,Специалист отдела сопровождения,40000.0,,RUR,Красноярск,2022-12-26T09:38:40+0300
1578,Аналитик-консультант,,,,Москва,2022-12-26T09:51:24+0300
1579,Разработчик MSSQL\Power BI,,,,Москва,2022-12-26T09:43:05+0300
1580,Специалист по информационной безопасности,41000.0,41000.0,RUR,Волгоград,2022-12-26T09:32:44+0300
1581,Монтажник слаботочных систем,30000.0,70000.0,RUR,Воронеж,2022-12-26T09:54:10+0300
1582,Руководитель ИТ-проектов,,,,Москва,2022-12-26T09:00:18+0300
1583,Java Developer,,,,Минск,2022-12-26T09:35:13+0300
1584,Оператор-наладчик станков с ЧПУ,60000.0,,RUR,Челябинск,2022-12-26T09:11:25+0300
1585,Сервисный инженер,80000.0,,RUR,Санкт-Петербург,2022-12-26T09:53:03+0300
1586,Кромщик / Оператор кромкооблицовочного станка,80000.0,,RUR,Екатеринбург,2022-12-26T09:02:36+0300
1587,Начальник сектора системного анализа,,,,Минск,2022-12-26T09:38:57+0300
1588,Модератор Каталога товаров работ и услуг,400000.0,,KZT,Астана,2022-12-26T09:45:05+0300
1589,Оператор станка с ЧПУ,60000.0,,RUR,Подольск (Московская область),2022-12-26T09:34:48+0300
1590,Наладчик станков с ЧПУ 5-6 разряда,120000.0,,RUR,Тула,2022-12-26T09:09:46+0300
1591,Копирайтер / Контент-менеджер,30000.0,40000.0,RUR,Волгоград,2022-12-26T09:16:07+0300
1592,Дессинатор,25000.0,,RUR,Екатеринбург,2022-12-26T09:04:23+0300
1593,Специалист клиентской поддержки,,,,Москва,2022-12-26T09:06:00+0300
1594,QA инженер (backend),,,,Астана,2022-12-26T09:11:27+0300
1595,Руководитель ИТ-проектов,,,,Нижний Новгород,2022-12-26T09:00:18+0300
1596,Токарь 3 разряд (ученик),,,,Краснокамск,2022-12-26T09:18:40+0300
1597,Системный администратор,50000.0,60000.0,RUR,Хабаровск,2022-12-26T09:45:39+0300
1598,"Аналитик бизнес-процессов (производство, 1С ERP)",130000.0,,RUR,Москва,2022-12-26T09:21:48+0300
1599,Оператор станка с ЧПУ,50000.0,80000.0,RUR,Дедовск,2022-12-26T09:32:47+0300
1600,Продакт-менеджер,35000.0,43000.0,RUR,Киров (Кировская область),2022-12-26T09:14:33+0300
1601,Аналитик e-comm (OZON),90000.0,100000.0,RUR,Москва,2022-12-26T09:11:28+0300
1602,Менеджер по управлению проектами,,,,Алматы,2022-12-26T09:45:35+0300
1603,Монтажник слаботочных систем,65000.0,,RUR,Москва,2022-12-26T09:37:22+0300
1604,Системный администратор,100000.0,,RUR,Красногорск,2022-12-26T09:06:12+0300
1605,Backend-разработчик,,,,Курган,2022-12-26T09:40:20+0300
1606,Проектный менеджер,50000.0,,RUR,Белгород,2022-12-26T09:16:36+0300
1607,Регулировщик радиоэлектронной аппаратуры и приборов 6 разряд,64000.0,,RUR,Санкт-Петербург,2022-12-26T09:34:32+0300
1608,Менеджер проектных решений VAS,66000.0,,RUR,Иваново (Ивановская область),2022-12-26T09:15:17+0300
1609,Менеджер проектов IOT/Интернет вещей (Коммерческий блок),100000.0,,RUR,Новосибирск,2022-12-26T09:15:17+0300
1610,Программист C#; .NET,70000.0,,RUR,Киров (Кировская область),2022-12-26T09:10:42+0300
1611,Токарь,45000.0,,RUR,Челябинск,2022-12-26T09:50:50+0300
1612,Инженер - программист 2 категории Frontend Middle (Vue),,85000.0,RUR,Москва,2022-12-26T09:14:37+0300
1613,Токарь 3 разряд (ученик),,,,Уральский (Пермский край),2022-12-26T09:18:40+0300
1614,Ведущий дизайнер,80000.0,90000.0,RUR,Москва,2022-12-26T09:11:29+0300
1615,Рабочий по комплексному обслуживанию зданий,25000.0,30000.0,RUR,Самара,2022-12-26T09:47:47+0300
1616,Junior-разработчик Qlik решений,,,,Москва,2022-12-26T09:57:28+0300
1617,QA инженер (mobile),,,,Астана,2022-12-26T09:11:27+0300
1618,Механик по выпуску автотранспорта,50000.0,,RUR,Москва,2022-12-26T09:43:51+0300
1619,Специалист по внедрению наукоемкого ПО,,,,Минск,2022-12-26T09:45:57+0300
1620,QA инженер (backend),,,,Алматы,2022-12-26T09:11:27+0300
1621,Аналитик (Мониторинг социально значимых объектов),,,,Москва,2022-12-26T09:17:13+0300
1622,Специалист технической поддержки,25000.0,35000.0,RUR,Красноярск,2022-12-26T09:48:09+0300
1623,Database Administrator (PostgreSQL),,,,Ростов-на-Дону,2022-12-26T09:52:39+0300
1624,Специалист технического обслуживания/Техник,40000.0,60000.0,RUR,Петергоф,2022-12-26T09:16:50+0300
1625,DevOps инженер,,,,Москва,2022-12-26T09:36:40+0300
1626,Оператор-наладчик станка с ЧПУ (токарной и фрезерной группы),,,,Москва,2022-12-26T09:35:51+0300
1627,Системный аналитик,,,,Москва,2022-12-26T09:08:25+0300
1628,Сетевой инженер (Network engineer),,,,Москва,2022-12-26T09:51:24+0300
1629,Пресейл по услугам фиксированной связи,56000.0,,RUR,Ростов-на-Дону,2022-12-26T09:15:16+0300
1630,Ведущий BI-аналитик,,,,Москва,2022-12-26T09:52:40+0300
1631,Системный администратор,30000.0,,RUR,Великий Новгород,2022-12-26T09:45:42+0300
1632,Фрезеровщик,50000.0,,RUR,Челябинск,2022-12-26T09:51:23+0300
1633,Специалист по информационным технологиям,35000.0,37000.0,RUR,Краснодар,2022-12-26T09:13:12+0300
1634,Инженер-исследователь,,,,Санкт-Петербург,2022-12-26T09:57:11+0300
1635,Инженер-электроник,65000.0,,RUR,Самара,2022-12-26T09:17:58+0300
1636,Project manager,,,,Екатеринбург,2022-12-26T09:09:12+0300
1637,Web-разработчик (Middle),100000.0,200000.0,RUR,Чебоксары,2022-12-26T09:40:27+0300
1638,Контролер технического состояния автотранспортных средств,36000.0,36000.0,RUR,Уфа,2022-12-26T09:46:34+0300
1639,Ведущий специалист по защите информации,85000.0,120000.0,RUR,Санкт-Петербург,2022-12-26T09:13:34+0300
1640,Программист 1С Торговля,,,,Саратов,2022-12-26T09:13:33+0300
1641,Разработчик MS SSAS (Microsoft SQL Server Analysis Services),150000.0,,RUR,Краснодар,2022-12-26T09:32:45+0300
1642,Сервисный мастер (обслуживание септиков),100000.0,150000.0,RUR,Чехов,2022-12-26T09:49:10+0300
1643,Оператор станка резки пенопласта,35000.0,40000.0,RUR,Бийск,2022-12-26T09:24:44+0300
1644,Системный администратор,,,,Санкт-Петербург,2022-12-26T09:24:55+0300
1645,Оператор станков с ЧПУ,50000.0,,RUR,Уфа,2022-12-26T09:31:33+0300
1646,Оператор фрезерного центра с ЧПУ,80000.0,,RUR,Балашиха,2022-12-26T09:37:57+0300
1647,Маркетолог-аналитик,80000.0,,RUR,Москва,2022-12-26T09:39:38+0300
1648,Бизнес-аналитик,150000.0,150000.0,RUR,Москва,2022-12-26T09:51:26+0300
1649,Инженер-схемотехник,80000.0,,RUR,Саратов,2022-12-26T09:50:02+0300
1650,Системный администратор,,,,Санкт-Петербург,2022-12-26T09:37:46+0300
1651,Ведущий инженер технической поддержки,,,,Москва,2022-12-26T09:50:17+0300
1652,Механик,,,,Ярославль,2022-12-26T09:44:24+0300
1653,Сервисный инженер,45000.0,,RUR,Ростов-на-Дону,2022-12-26T09:11:21+0300
1654,PHP-программист,80000.0,125000.0,RUR,Владивосток,2022-12-26T09:36:47+0300
1655,Инженер сопровождения ИТ систем (команда S2B delivery SberDevices),,,,Москва,2022-12-26T09:27:30+0300
1656,Ведущий бизнес-аналитик,,,,Екатеринбург,2022-12-26T09:07:46+0300
1657,Оператор координатно-пробивного пресса с ЧПУ,73000.0,,RUR,Санкт-Петербург,2022-12-26T09:09:32+0300
1658,Web-разработчик (full stack),,,,Ижевск,2022-12-26T09:02:50+0300
1659,Системный администратор Unix,,200000.0,RUR,Москва,2022-12-26T09:22:27+0300
1660,Системный администратор (Платформа Linux),,,,Москва,2022-12-26T09:11:50+0300
1661,Монтажник слаботочных систем,40000.0,70000.0,RUR,Новороссийск,2022-12-26T09:52:39+0300
1662,Менеджер по цифровизации,,,,Красноярск,2022-12-26T09:52:22+0300
1663,Pre-sale менеджер по информационной безопасности,,,,Екатеринбург,2022-12-26T09:40:28+0300
1664,Руководитель направления,45000.0,,RUR,Бугуруслан,2022-12-26T09:19:25+0300
